id,name,type,description,rarity,height,width,price
2715,普通战利品袋,loot,【抽奖】可开出大量低价值战利品,gray,1,1,1000
2716,稀有战利品袋,loot,【抽奖】可开出中价值战利品,gray,2,1,2000
2717,史诗战利品袋,loot,【抽奖】可开出大量中价值战利品,green,2,2,2000
2718,传说战利品袋,loot,【抽奖】可开出高价值战利品,blue,3,2,1000
2719,特殊战利品袋,loot,【抽奖】可开出大量高价值战利品,purple,4,2,2000
2720,限定战利品袋,loot,【抽奖】可开出价值连城的战利品,gold,5,2,1000
2721,道具盒,loot,【抽奖】可开出常见的道具,blue,3,3,23432
2722,传说道具盒,loot,【抽奖】可开出珍贵的道具,gold,3,4,178871
2723,D20,loot,【抽奖】可开出红色稀有度的战利品,red,3,3,666666
2724,D6,loot,【抽奖】可开出金色和红色稀有度的战利品,red,2,2,233333
